StudyID,SLEEPmeas,PTSDmeas,esID,SleepOutcome,ES_type,zcor,varcor,smd,varsmd,r_og,p_og,N_og,M_ptsd_og,SD_ptsd_og,N_ptsd_og,M_nonptsd_og,SD_nonptsd_og,N_nonptsd_og,d_og,dvar_og,r,p,N,M_ptsd,SD_ptsd,N_ptsd,M_nonptsd,SD_nonptsd,N_nonptsd,d,dvar,DoubleChecked,SleepMeasureType,sleepmeas_v1.1diary,sleepmeas_v1.2actigraphy,sleepmeas_v2.1selfreport,sleepmeas_v2.2actigraphy,sleepmeas_v3.1selfreport,sleepmeas_v3.2diary,pubyear,sebsetpubyear_mean,pubyear_mc,PeerReviewed,peerreview,DescribedFidelityReliability,fidelitydescribed,DSMversionOfSeverityMeasure,DSMsev,PTSDinEnglish,PTSDenglish_v1.1no,PTSDenglish_v1.2mixed,PTSDenglish_v2.1yes,PTSDenglish_v2.2mixed,PTSDenglish_v3.1yes,PTSDenglish_v3.2no,ClinicalTrial_orNonCT,clinicaltrial,AnySleepDisruption,sleepdisruption,PTSDthresholdUsed,PTSDthreshold,OtherPsychConditions,otherpsych,nonPTSDtraumaType,nonPTSDtrauma,Agg_or_Raw,raw_agg,Country,usa_other,USpartState,M_age,subset_avgMage,Mage_mc,percentF,subset_MpercentF,percentF_mc,percentW,subset_MpercentW,percentW_mc,TraumaType,traumatype_v1.1combat,traumatype_v1.2assault,traumatype_v1.3refugee,traumatype_v1.4illness,traumatype_v1.5natural,traumatype_v2.1mixed,traumatype_v2.2assault,traumatype_v2.3refugee,traumatype_v2.4illness,traumatype_v2.5natural,traumatype_v3.1mixed,traumatype_v3.2combat,traumatype_v3.3refugee,traumatype_v3.4illness,traumatype_v3.5natural,traumatype_v4.1mixed,traumatype_v4.2combat,traumatype_v4.3assault,traumatype_v4.4illness,traumatype_v4.5natural,traumatype_v5.1mixed,traumatype_v5.2combat,traumatype_v5.3assault,traumatype_v5.4refugee,traumatype_v5.5natural,traumatype_v6.1mixed,traumatype_v6.2combat,traumatype_v6.3assault,traumatype_v6.4refugee,traumatype_v6.5illness,Nightmares,nightmares_01,Insomnia,insomnia_01,SleepApnea,TBI,PTSDpopType,poptype_v1.1veteran,poptype_v1.2mixed,poptype_v2.1civilian,poptype_v2.2mixed,poptype_v3.1civilian,poptype_v3.2veteran,SleepQuestionnaire,OtherspecifySleepquestionnairenotlisted,PTSDdiagnosticMeasure,OtherSpecifyPTSDdiagnosticmeasurenotlisted,PTSDdiagnosistool_v1.1scid,PTSDdiagnosistool_v1.2other,PTSDdiagnosistool_v2.1caps,PTSDdiagnosistool_v2.2other,PTSDseverityMeasure,OtherSpecifyPTSDseveritymeasurenotlisted,PTSDseverityMeasureType,ptsdsevmeasuretype_01,ptsdsevmeasuretype_10,PTSDmeasureAlpha,PTSDmeasureAlphaFromCurrentStudy,PSQImeanPTSD,subsetMpsqiPTSD,MpsqiPTSD_mc,PSQImeanNONPTSD,subsetPSQImeanNONPTSD,mpsqiNONPTSD_mc
1548,PSQI,HTQ,11,WAKE,r,0.17682002,0.2,,,-0.137,0.612,16,,,,,,,,,0.175,0.679,8,,,,,,,,,,Self-report measure (includes chronotype measures),0,0,1,0,1,0,2018,2016.90411,1.095890411,Yes,0,No,1,IV,0,No,1,0,0,0,0,1,Clinical trial,0,No,0,No,0,No,0,,,raw,0,Denmark,1,,40,38.66223284,1.337767164,37.5,52.86760563,-15.36760563,,,,Exposure to war/terrorism (e.g. refugee),0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,No,0,No,0,No,No,Civilian,0,0,1,0,1,0,PSQI,,Other-specify,Clinician-based,0,1,0,1,HTQ,,Self-report,0,1,,No alpha reported,16.1,11.29829787,4.801702128,,6.707,
1548,PSQI,HTQ,12,TST,r,-0.172696604,0.2,,,-0.284,0.286,16,,,,,,,,,-0.171,0.685,8,,,,,,,,,,Self-report measure (includes chronotype measures),0,0,1,0,1,0,2018,2017.403846,0.596153846,Yes,0,No,1,IV,0,No,1,0,0,0,0,1,Clinical trial,0,No,0,No,0,No,0,,,raw,0,Denmark,1,,40,38.78895,1.21105,37.5,54.20384615,-16.70384615,,,,Exposure to war/terrorism (e.g. refugee),0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,No,0,No,0,No,No,Civilian,0,0,1,0,1,0,PSQI,,Other-specify,Clinician-based,0,1,0,1,HTQ,,Self-report,0,1,,No alpha reported,16.1,10.574,5.526,,6.416153846,
1548,PSQI,HTQ,13,BED,r,0.354092529,0.2,,,0.274,0.304,16,,,,,,,,,0.34,0.41,8,,,,,,,,,,Self-report measure (includes chronotype measures),0,0,1,0,1,0,2018,2016.90411,1.095890411,Yes,0,No,1,IV,0,No,1,0,0,0,0,1,Clinical trial,0,No,0,No,0,No,0,,,raw,0,Denmark,1,,40,38.66223284,1.337767164,37.5,52.86760563,-15.36760563,,,,Exposure to war/terrorism (e.g. refugee),0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,No,0,No,0,No,No,Civilian,0,0,1,0,1,0,PSQI,,Other-specify,Clinician-based,0,1,0,1,HTQ,,Self-report,0,1,,No alpha reported,16.1,11.29829787,4.801702128,,6.707,
1599,Actigraphy,MISSI,14,WAKE,r,0.276863823,0.1,,,0.27,0.372,13,,,,,,,,,0.27,0.372,13,,,,,,,,,,Actigraphy,0,1,0,1,0,0,2012,2016.90411,-4.904109589,Yes,0,No,1,IV,0,,,,,,,,Clinical trial,0,Yes,1,No,0,No,0,,,raw,0,Israel,1,,45.7,38.66223284,7.037767164,38.5,52.86760563,-14.36760563,,,,Mixed,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,No,0,Yes,1,No,No,Mixed,0,1,0,1,0,0,No Questionnaire,,CAPS,,0,0,1,0,MISS or M-PTSD,,Self-report,0,1,,No alpha reported,,11.29829787,,,6.707,
1599,Actigraphy,CAPS,15,WAKE,r,-0.097305953,0.1,,,-0.097,0.754,13,,,,,,,,,-0.097,0.754,13,,,,,,,,,,Actigraphy,0,1,0,1,0,0,2012,2016.90411,-4.904109589,Yes,0,No,1,IV,0,,,,,,,,Clinical trial,0,Yes,1,No,0,No,0,,,raw,0,Israel,1,,45.7,38.66223284,7.037767164,38.5,52.86760563,-14.36760563,,,,Mixed,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,No,0,Yes,1,No,No,Mixed,0,1,0,1,0,0,No Questionnaire,,CAPS,,0,0,1,0,CAPS,,Clinician rated,1,0,,No alpha reported,,11.29829787,,,6.707,
1599,Actigraphy,MISSI,16,TST,r,0.200650085,0.1,,,0.198,0.516,13,,,,,,,,,0.198,0.516,13,,,,,,,,,,Actigraphy,0,1,0,1,0,0,2012,2017.403846,-5.403846154,Yes,0,No,1,IV,0,,,,,,,,Clinical trial,0,Yes,1,No,0,No,0,,,raw,0,Israel,1,,45.7,38.78895,6.91105,38.5,54.20384615,-15.70384615,,,,Mixed,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,No,0,Yes,1,No,No,Mixed,0,1,0,1,0,0,No Questionnaire,,CAPS,,0,0,1,0,MISS or M-PTSD,,Self-report,0,1,,No alpha reported,,10.574,,,6.416153846,
1599,Actigraphy,CAPS,17,TST,r,-0.118552299,0.1,,,-0.118,0.701,13,,,,,,,,,-0.118,0.701,13,,,,,,,,,,Actigraphy,0,1,0,1,0,0,2012,2017.403846,-5.403846154,Yes,0,No,1,IV,0,,,,,,,,Clinical trial,0,Yes,1,No,0,No,0,,,raw,0,Israel,1,,45.7,38.78895,6.91105,38.5,54.20384615,-15.70384615,,,,Mixed,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,No,0,Yes,1,No,No,Mixed,0,1,0,1,0,0,No Questionnaire,,CAPS,,0,0,1,0,CAPS,,Clinician rated,1,0,,No alpha reported,,10.574,,,6.416153846,
1599,Actigraphy,MISSI,18,BED,r,0.189226643,0.1,,,0.187,0.541,13,,,,,,,,,0.187,0.541,13,,,,,,,,,,Actigraphy,0,1,0,1,0,0,2012,2016.90411,-4.904109589,Yes,0,No,1,IV,0,,,,,,,,Clinical trial,0,Yes,1,No,0,No,0,,,raw,0,Israel,1,,45.7,38.66223284,7.037767164,38.5,52.86760563,-14.36760563,,,,Mixed,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,No,0,Yes,1,No,No,Mixed,0,1,0,1,0,0,No Questionnaire,,CAPS,,0,0,1,0,MISS or M-PTSD,,Self-report,0,1,,No alpha reported,,11.29829787,,,6.707,
1599,Actigraphy,CAPS,19,BED,r,-0.015001125,0.1,,,-0.015,0.96,13,,,,,,,,,-0.015,0.96,13,,,,,,,,,,Actigraphy,0,1,0,1,0,0,2012,2016.90411,-4.904109589,Yes,0,No,1,IV,0,,,,,,,,Clinical trial,0,Yes,1,No,0,No,0,,,raw,0,Israel,1,,45.7,38.66223284,7.037767164,38.5,52.86760563,-14.36760563,,,,Mixed,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,No,0,Yes,1,No,No,Mixed,0,1,0,1,0,0,No Questionnaire,,CAPS,,0,0,1,0,CAPS,,Clinician rated,1,0,,No alpha reported,,11.29829787,,,6.707,
1662,PSQI,CAPS,20,WAKE,r,-0.02500521,0.010526316,,,-0.039,0.701,99,,,,,,,,,-0.025,0.804,98,,,,,,,,,,Self-report measure (includes chronotype measures),0,0,1,0,1,0,2017,2016.90411,0.095890411,Yes,0,No,1,IV,0,Yes,0,0,1,0,1,0,Clinical trial,0,No,0,No,0,Yes,1,,,raw,0,USA,0,SC,43.5,38.66223284,4.837767164,28.1,52.86760563,-24.76760563,48.3,57.91959412,-9.619594118,Combat,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,No,0,No,0,No,No,Veteran,1,0,0,0,0,1,PSQI,,CAPS,,0,0,1,0,CAPS,,Clinician rated,1,0,,No alpha reported,12.43,11.29829787,1.131702128,,6.707,
1662,PSQI,CAPS,21,TST,r,0.112471866,0.010752688,,,0.163,0.111,97,,,,,,,,,0.112,0.275,96,,,,,,,,,,Self-report measure (includes chronotype measures),0,0,1,0,1,0,2017,2017.403846,-0.403846154,Yes,0,No,1,IV,0,Yes,0,0,1,0,1,0,Clinical trial,0,No,0,No,0,Yes,1,,,raw,0,USA,0,SC,43.5,38.78895,4.71105,28.1,54.20384615,-26.10384615,48.3,56.78856857,-8.488568571,Combat,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,No,0,No,0,No,No,Veteran,1,0,0,0,0,1,PSQI,,CAPS,,0,0,1,0,CAPS,,Clinician rated,1,0,,No alpha reported,12.43,10.574,1.856,,6.416153846,
1662,PSQI,CAPS,22,BED,r,-0.141945714,0.010638298,,,-0.086,0.399,98,,,,,,,,,-0.141,0.167,97,,,,,,,,,,Self-report measure (includes chronotype measures),0,0,1,0,1,0,2017,2016.90411,0.095890411,Yes,0,No,1,IV,0,Yes,0,0,1,0,1,0,Clinical trial,0,No,0,No,0,Yes,1,,,raw,0,USA,0,SC,43.5,38.66223284,4.837767164,28.1,52.86760563,-24.76760563,48.3,57.91959412,-9.619594118,Combat,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,No,0,No,0,No,No,Veteran,1,0,0,0,0,1,PSQI,,CAPS,,0,0,1,0,CAPS,,Clinician rated,1,0,,No alpha reported,12.43,11.29829787,1.131702128,,6.707,
1803,PSQI,CAPS,23,WAKE,r,0.055055559,0.008474576,,,0.055,0.551,121,,,,,,,,,0.055,0.551,121,,,,,,,,,,Self-report measure (includes chronotype measures),0,0,1,0,1,0,2013,2016.90411,-3.904109589,Yes,0,No,1,IV,0,Yes,0,0,1,0,1,0,Clinical trial,0,Yes,1,No,0,No,0,,,raw,0,USA,0,PA,59.4,38.66223284,20.73776716,0,52.86760563,-52.86760563,42,57.91959412,-15.91959412,Combat,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,No,0,No,0,No,No,Veteran,1,0,0,0,0,1,PSQI,,CAPS,,0,0,1,0,CAPS,,Clinician rated,1,0,,No alpha reported,13.12,11.29829787,1.821702128,,6.707,
1803,PSQI,PCL,24,WAKE,r,0.023004057,0.008403361,,,0.023,0.802,122,,,,,,,,,0.023,0.802,122,,,,,,,,,,Self-report measure (includes chronotype measures),0,0,1,0,1,0,2013,2016.90411,-3.904109589,Yes,0,No,1,IV,0,Yes,0,0,1,0,1,0,Clinical trial,0,Yes,1,No,0,No,0,,,raw,0,USA,0,PA,59.4,38.66223284,20.73776716,0,52.86760563,-52.86760563,42,57.91959412,-15.91959412,Combat,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,No,0,No,0,No,No,Veteran,1,0,0,0,0,1,PSQI,,CAPS,,0,0,1,0,PCL,,Self-report,0,1,,No alpha reported,13.12,11.29829787,1.821702128,,6.707,
1803,PSQI,PCL,25,TST,r,0.081177848,0.008547009,,,0.081,0.379,120,,,,,,,,,0.081,0.379,120,,,,,,,,,,Self-report measure (includes chronotype measures),0,0,1,0,1,0,2013,2017.403846,-4.403846154,Yes,0,No,1,IV,0,Yes,0,0,1,0,1,0,Clinical trial,0,Yes,1,No,0,No,0,,,raw,0,USA,0,PA,59.4,38.78895,20.61105,0,54.20384615,-54.20384615,42,56.78856857,-14.78856857,Combat,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,No,0,No,0,No,No,Veteran,1,0,0,0,0,1,PSQI,,CAPS,,0,0,1,0,PCL,,Self-report,0,1,,No alpha reported,13.12,10.574,2.546,,6.416153846,
1803,PSQI,CAPS,26,TST,r,0.047034654,0.00862069,,,0.047,0.614,119,,,,,,,,,0.047,0.614,119,,,,,,,,,,Self-report measure (includes chronotype measures),0,0,1,0,1,0,2013,2017.403846,-4.403846154,Yes,0,No,1,IV,0,Yes,0,0,1,0,1,0,Clinical trial,0,Yes,1,No,0,No,0,,,raw,0,USA,0,PA,59.4,38.78895,20.61105,0,54.20384615,-54.20384615,42,56.78856857,-14.78856857,Combat,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,No,0,No,0,No,No,Veteran,1,0,0,0,0,1,PSQI,,CAPS,,0,0,1,0,CAPS,,Clinician rated,1,0,,No alpha reported,13.12,10.574,2.546,,6.416153846,
1803,PSQI,PCL,27,BED,r,0.011000444,0.008547009,,,0.011,0.902,120,,,,,,,,,0.011,0.902,120,,,,,,,,,,Self-report measure (includes chronotype measures),0,0,1,0,1,0,2013,2016.90411,-3.904109589,Yes,0,No,1,IV,0,Yes,0,0,1,0,1,0,Clinical trial,0,Yes,1,No,0,No,0,,,raw,0,USA,0,PA,59.4,38.66223284,20.73776716,0,52.86760563,-52.86760563,42,57.91959412,-15.91959412,Combat,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,No,0,No,0,No,No,Veteran,1,0,0,0,0,1,PSQI,,CAPS,,0,0,1,0,PCL,,Self-report,0,1,,No alpha reported,13.12,11.29829787,1.821702128,,6.707,
1803,PSQI,CAPS,28,BED,r,-0.077152721,0.00862069,,,-0.077,0.408,119,,,,,,,,,-0.077,0.408,119,,,,,,,,,,Self-report measure (includes chronotype measures),0,0,1,0,1,0,2013,2016.90411,-3.904109589,Yes,0,No,1,IV,0,Yes,0,0,1,0,1,0,Clinical trial,0,Yes,1,No,0,No,0,,,raw,0,USA,0,PA,59.4,38.66223284,20.73776716,0,52.86760563,-52.86760563,42,57.91959412,-15.91959412,Combat,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,No,0,No,0,No,No,Veteran,1,0,0,0,0,1,PSQI,,CAPS,,0,0,1,0,CAPS,,Clinician rated,1,0,,No alpha reported,13.12,11.29829787,1.821702128,,6.707,
